Iteration,Cost,Temperature,Sequence
0,17,5000,2 3 1
1,22,4250,2 1 3
2,26,3612,5,1 2 3
3,21,3070,625,1 3 2
4,17,2610,032,2 3 1
5,22,2218,527,2 1 3
6,26,1885,748,1 2 3
7,22,1602,886,2 1 3
8,17,1362,453,2 3 1
9,21,1158,085,1 3 2
10,26,984,3723,1 2 3
11,27,836,7164,3 2 1
12,27,711,209,3 1 2
13,21,604,5277,1 3 2
14,26,513,8486,1 2 3
15,27,436,7713,3 2 1
16,27,371,2556,3 1 2
17,27,315,5673,3 2 1
18,26,268,2322,1 2 3
19,22,227,9974,2 1 3
20,17,193,7978,2 3 1
21,27,164,7281,3 2 1
22,17,140,0189,2 3 1
23,21,119,0161,1 3 2
24,27,101,1637,3 1 2
25,22,85,98911,2 1 3
26,17,73,09074,2 3 1
27,27,62,12714,3 2 1
28,17,52,80807,2 3 1
29,17,44,88686,2 3 1
30,17,38,15383,2 3 1
31,17,32,43076,2 3 1
32,27,27,56614,3 2 1
33,26,23,43122,1 2 3
34,21,19,91654,1 3 2
35,26,16,92906,1 2 3
36,22,14,3897,2 1 3
37,17,12,23125,2 3 1
38,17,10,39656,2 3 1
39,22,8,837076,2 1 3
40,26,7,511515,1 2 3
41,22,6,384788,2 1 3
42,22,5,42707,2 1 3
43,22,4,613009,2 1 3
44,22,3,921058,2 1 3
45,27,3,332899,3 1 2
46,22,2,832964,2 1 3
47,17,2,40802,2 3 1
48,17,2,046817,2 3 1
49,17,1,739794,2 3 1
50,21,1,478825,1 3 2
51,17,1,257002,2 3 1
52,17,1,068451,2 3 1
53,17,0,9081837,2 3 1
54,17,0,7719562,2 3 1
55,17,0,6561628,2 3 1
56,17,0,5577384,2 3 1
57,17,0,4740776,2 3 1
58,17,0,402966,2 3 1
59,17,0,3425211,2 3 1
60,17,0,2911429,2 3 1
61,17,0,2474715,2 3 1
62,17,0,2103508,2 3 1
63,17,0,1787982,2 3 1
64,17,0,1519785,2 3 1
65,17,0,1291817,2 3 1
66,17,0,1098044,2 3 1
67,17,0,09333377,2 3 1
68,17,0,07933372,2 3 1
69,17,0,06743366,2 3 1
70,17,0,05731861,2 3 1
71,17,0,04872082,2 3 1
72,17,0,0414127,2 3 1
73,17,0,03520079,2 3 1
74,17,0,02992068,2 3 1
75,17,0,02543258,2 3 1
76,17,0,02161769,2 3 1
77,17,0,01837504,2 3 1
78,17,0,01561878,2 3 1
79,17,0,01327596,2 3 1
80,17,0,01128457,2 3 1
81,17,0,009591885,2 3 1
82,17,0,008153102,2 3 1
83,17,0,006930138,2 3 1
84,17,0,005890617,2 3 1
85,17,0,005007025,2 3 1
86,17,0,004255971,2 3 1
87,17,0,003617575,2 3 1
88,17,0,003074939,2 3 1
89,17,0,002613699,2 3 1
90,17,0,002221644,2 3 1
91,17,0,001888397,2 3 1
92,17,0,001605138,2 3 1
93,17,0,001364367,2 3 1
94,17,0,001159712,2 3 1
95,17,0,0009857552,2 3 1
96,17,0,000837892,2 3 1
97,17,0,0007122083,2 3 1
98,17,0,000605377,2 3 1
99,17,0,0005145704,2 3 1
100,17,0,0004373849,2 3 1
101,17,0,0003717772,2 3 1
102,17,0,0003160106,2 3 1
103,17,0,000268609,2 3 1
104,17,0,0002283177,2 3 1
105,17,0,00019407,2 3 1
106,17,0,0001649595,2 3 1
107,17,0,0001402156,2 3 1
108,17,0,0001191833,2 3 1
109,17,0,0001013058,2 3 1
110,17,8,610992E-05,2 3 1
111,17,7,319343E-05,2 3 1
112,17,6,221442E-05,2 3 1
113,17,5,288226E-05,2 3 1
114,17,4,494992E-05,2 3 1
115,17,3,820743E-05,2 3 1
116,17,3,247632E-05,2 3 1
117,17,2,760487E-05,2 3 1
118,17,2,346414E-05,2 3 1
119,17,1,994452E-05,2 3 1
120,17,1,695284E-05,2 3 1
121,17,1,440992E-05,2 3 1
122,17,1,224843E-05,2 3 1
123,17,1,041117E-05,2 3 1
124,17,8,849491E-06,2 3 1
125,17,7,522068E-06,2 3 1
126,17,6,393758E-06,2 3 1
127,17,5,434694E-06,2 3 1
128,17,4,61949E-06,2 3 1
129,17,3,926567E-06,2 3 1
130,17,3,337582E-06,2 3 1
131,17,2,836945E-06,2 3 1
132,17,2,411403E-06,2 3 1
133,17,2,049693E-06,2 3 1
134,17,1,742239E-06,2 3 1
135,17,1,480903E-06,2 3 1
136,17,1,258768E-06,2 3 1
137,17,1,069953E-06,2 3 1
138,17,0,2 3 1
